,date,band1,band2,band3,band4,band5,band6,band7,measured_TP
251,2003-12-12,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.09
252,2004-01-18,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.078
253,2004-02-19,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.08
254,2004-03-14,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.099
255,2004-04-15,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.06
256,2004-05-17,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.084
257,2004-06-18,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.062
258,2004-07-12,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.106
259,2004-08-13,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.155
260,2004-09-14,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.107
261,2004-10-16,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.11
262,2004-11-17,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.074
263,2004-12-11,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.089
264,2005-01-18,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.059
265,2005-02-19,0.092048,0.050052,0.048396,0.08822,0.01316,0.009640000000000001,0.005224,0.155
